Molecule                    E_HF (Eh)          E_CCSD (Eh)    E_AFQMC (Eh) E_AFQMC ERR (Eh)
f2                    -198.7618675941      -199.2763710286      -199.29712         0.00020
f2co                  -311.7375134471      -312.6102779943      -312.64339         0.00034
f2o                   -273.5578153432      -274.3193887408      -274.35017         0.00040
fccf                  -274.5666360958      -275.3599042469      -275.39253         0.00029
fno                   -228.7060334637      -229.3958242214      -229.42825         0.00058
foof                  -348.3725964989      -349.3504148518      -349.41012         0.00050
formamide             -169.0008484523      -169.6110365868      -169.63762         0.00030
formic-anhydride      -301.5970621672      -302.5999010203         0.00000         0.00000
formic                -188.8407318825      -189.4723786710      -189.49918         0.00027
furan                 -228.7065017898      -229.5847111598      -229.63067         0.00031
glyoxal               -226.6757969473      -227.4488959071         0.00000         0.00000
