Molecule         Charge     2S frozen           E_RHF (Eh)          E_CCSD (Eh)       E_CCSD(T) (Eh)
----------------------------------------------------------------------------------------------------
acetaldehyde          0      0      3      -152.9283736043      -153.4138288222      -153.4285773922
acetic                0      0      4      -227.8327551921      -228.4970073059      -228.5167284898
alcl                  0      0     10      -701.4851989924      -701.6873723260      -701.6919383456
alcl3                 0      0     20     -1620.6514851205     -1621.1397037907     -1621.1498461951
alf                   0      0      6      -341.4228496558      -341.6709445000      -341.6751954049
alf3                  0      0      8      -540.4549264353      -541.0794558320      -541.0882935178
alh                   0      0      5      -242.4539391782      -242.5275834051      -242.5285724785
alh3                  0      0      5      -243.6317351656      -243.7328224072      -243.7339186985
allene                0      0      3      -115.8723383586      -116.2988767901      -116.3151749463
b2h6                  0      0      2       -52.8153682549       -53.0730878782       -53.0791815738
benzene               0      0      6      -230.7221017052      -231.5446241266      -231.5805154593
beta-lactim           0      0      5      -245.8009459244      -246.5859669006      -246.6129827074
bf                    0      0      2      -124.1075318340      -124.3734613650      -124.3794189269
bf3                   0      0      4      -323.2010937787      -323.8440943256      -323.8549245403
bh                    0      0      1       -25.1253339245       -25.2133052021       -25.2146601581
bh3                   0      0      1       -26.3907031158       -26.5067343823       -26.5082423260
bhf2                  0      0      3      -224.2665959261      -224.7353380403      -224.7435261606
bn                    0      0      2       -78.8906828174       -79.1806567189       -79.2153229318
borole                0      0      5      -179.0225995334      -179.6613735392      -179.6878066069
c-hcoh                0      0      2      -113.7919753109      -114.1189721177      -114.1280958999
c-hono                0      0      3      -204.6593738036      -205.2099961926      -205.2298290934
c-n2h2                0      0      2      -109.9967096793      -110.3471613181      -110.3591753933
c2                    0      0      2       -75.4159592747       -75.6288370027       -75.6486962822
c2cl2                 0      0     12      -994.6423831989      -995.1880790443      -995.2079088505
c2cl4                 0      0     22     -1913.6935772596     -1914.5453124750     -1914.5734367300
c2cl6                 0      0     32     -2832.6923768973     -2833.8537561150     -2833.8901149560
c2clh                 0      0      7      -535.7350227238      -536.1442141002      -536.1596608426
c2clh3                0      0      7      -536.9622118813      -537.4012317960      -537.4151440140
c2clh5                0      0      7      -538.1589379848      -538.6292658273      -538.6412700601
c2f4                  0      0      6      -473.4417244557      -474.4477871949      -474.4714327708
c2f6                  0      0      8      -672.4133303940      -673.7950865505      -673.8235073141
c2h2                  0      0      2       -76.8255572992       -77.0984466681       -77.1095738530
c2h3f                 0      0      3      -176.8954725684      -177.3745357771      -177.3876843250
c2h4                  0      0      2       -78.0399331821       -78.3448742174       -78.3546602114
c2h5f                 0      0      3      -178.0898519664      -178.6000593550      -178.6112447391
c2h6                  0      0      2       -79.2349269726       -79.5739074555       -79.5821717281
ccl2                  0      0     11      -956.7635594569      -957.1833233295      -957.1980743255
ccl2h2                0      0     11      -958.0315347151      -958.4809651924      -958.4921489375
ccl2o                 0      0     12     -1031.7331873718     -1032.3389269701     -1032.3589020553
ccl3h                 0      0     16     -1416.9383277725     -1417.5256738620     -1417.5416005315
ccl4                  0      0     21     -1875.8367938044     -1876.5644563724     -1876.5856654556
cclh3                 0      0      6      -499.1178219107      -499.4326649871      -499.4397360357
cf2                   0      0      3      -236.6731459071      -237.1709382320      -237.1830123386
cf2cl2                0      0     13     -1155.7400599366     -1156.5434179835     -1156.5625054425
cf4                   0      0      5      -435.6652416233      -436.5434889795      -436.5600881565
ch2-sing              0      0      1       -38.8810800341       -39.0192228159       -39.0221178186
ch2c                  0      0      2       -76.7733763448       -77.0345664693       -77.0440167851
ch2clf                0      0      7      -597.9677002910      -598.4566947553      -598.4671448943
ch2f2                 0      0      3      -237.9114370630      -238.4401647615      -238.4498341308
ch2nh                 0      0      2       -94.0388279632       -94.3639390237       -94.3744844934
ch3f                  0      0      2      -139.0449308843      -139.4005348160      -139.4069659721
ch3nh2                0      0      2       -95.2216141473       -95.5775307056       -95.5859362102
ch3ph2                0      0      6      -381.5090055462      -381.8261168820      -381.8344543919
ch4                   0      0      1       -40.1986891354       -40.3832832080       -40.3869791872
chf3                  0      0      4      -336.7896293434      -337.4928961524      -337.5060438548
cis-c2f2cl2           0      0     14     -1193.5626632035     -1194.4916277552     -1194.5175644829
cl2                   0      0     10      -918.9609353931      -919.2569519348      -919.2632424224
cl2o                  0      0     11      -993.7134274389      -994.2026311764      -994.2163017836
clcn                  0      0      7      -551.7885668531      -552.2199559579      -552.2367016964
clcof                 0      0      8      -671.6816527566      -672.3250064872      -672.3435659436
clf                   0      0      6      -558.8442447792      -559.1867639624      -559.1933722477
clf3                  0      0      8      -757.5091353977      -758.2612457004      -758.2800536489
clf5                  0      0     10      -956.1548503352      -957.3235391080      -957.3551963543
clno                  0      0      7      -588.7147516889      -589.2229047004      -589.2445102088
cloocl                0      0     12     -1068.4782780137     -1069.1643460434     -1069.1863125061
co                    0      0      2      -112.7489702114      -113.0438574211      -113.0545920854
co2                   0      0      3      -187.6506108496      -188.1296264834      -188.1476922997
cs                    0      0      6      -435.3294950590      -435.5903110315      -435.6046735525
cs2                   0      0     11      -832.9259277383      -833.3306292617      -833.3532883892
cyclobutadiene        0      0      4      -153.6552831563      -154.2166921783      -154.2413882694
cyclobutane           0      0      4      -156.1072431955      -156.7281092163      -156.7472865652
cyclobutene           0      0      4      -154.9118982250      -155.4981952749      -155.5193088094
cyclopentadiene       0      0      5      -192.8082886167      -193.5160121862      -193.5444286084
cyclopropane          0      0      3      -117.0671856937      -117.5291852194      -117.5430906373
cyclopropene          0      0      3      -115.8326065060      -116.2632384342      -116.2793774989
dioxetan2one          0      0      5      -301.4959710587      -302.3122844810      -302.3391585129
dioxetane             0      0      4      -227.7454838940      -228.4102237255      -228.4287035649
dioxirane             0      0      3      -188.6166574761      -189.1449274337      -189.1624014754
dithiotane            0      0     12      -873.0957205921      -873.6811982968      -873.7012642108
ethanol               0      0      3      -154.0922857442      -154.6103944697      -154.6228799888
f2                    0      0      2      -198.6855771321      -199.0884791882      -199.0975238350
f2co                  0      0      4      -311.6339238439      -312.3140308372      -312.3310493526
f2o                   0      0      3      -273.4635161753      -274.0556775212      -274.0716235858
fccf                  0      0      4      -274.4764742831      -275.1028883952      -275.1209754273
fno                   0      0      3      -228.6329935201      -229.1834442814      -229.2036964101
foof                  0      0      4      -348.2166274892      -349.0254081679      -349.0561756825
formamide             0      0      3      -168.9481076527      -169.4490001933      -169.4643060232
formic-anhydride      0      0      5      -301.5053675125      -302.3209377139      -302.3484526042
formic                0      0      3      -188.7818236988      -189.2933388566      -189.3084201772
furan                 0      0      5      -228.6433072971      -229.3786351508      -229.4077552097
glyoxal               0      0      4      -226.6096906582      -227.2445820907      -227.2662696968
h2                    0      0      0        -1.1287194883        -1.1634271112        -1.1634271112
h2co                  0      0      2      -113.8761361883      -114.2085544346      -114.2184568612
h2o                   0      0      1       -76.0267679974       -76.2380418192       -76.2410825534
h2s                   0      0      5      -398.6945783177      -398.8615950283      -398.8649195534
hccf                  0      0      3      -175.6557829873      -176.1055091082      -176.1202034627
hcl                   0      0      5      -460.0894480999      -460.2521624286      -460.2545105932
hclo4                 0      0      9      -759.0803689351      -759.9944916673      -760.0249733033
hcn                   0      0      2       -92.8829092650       -93.1766675051       -93.1886114112
hcno                  0      0      3      -167.6421299420      -168.1338298747      -168.1563842529
hcof                  0      0      3      -212.7624171192      -213.2693196459      -213.2831762443
hf                    0      0      1      -100.0194555760      -100.2262193510      -100.2281373106
hnc                   0      0      2       -92.8657976399       -93.1519726762       -93.1634416912
hnco                  0      0      3      -167.7782940706      -168.2487016347      -168.2675286106
hnnn                  0      0      3      -163.8550227930      -164.3568608574      -164.3804402084
hno                   0      0      2      -129.7979526326      -130.1591775415      -130.1711321989
hocl                  0      0      6      -534.8730807853      -535.2206637680      -535.2284377578
hoclo                 0      0      7      -609.5769688587      -610.1215994312      -610.1392321609
hoclo2                0      0      8      -684.3237981119      -685.0597202580      -685.0855038711
hocn                  0      0      3      -167.7398986086      -168.2135308195      -168.2303998966
hof                   0      0      2      -174.7447944996      -175.1430633457      -175.1519531273
honc                  0      0      3      -167.6450970457      -168.1206810086      -168.1380432686
hooh                  0      0      2      -150.7840315053      -151.1845560348      -151.1937347207
ketene                0      0      3      -151.7399265131      -152.1920244492      -152.2090533815
methanol              0      0      2      -115.0492429969      -115.4123204617      -115.4200284334
n-butane              0      0      4      -157.3099541360      -157.9606297460      -157.9786818060
n-pentane             0      0      5      -196.3474252553      -197.1539957529      -197.1769804428
n2                    0      0      2      -108.9537505521      -109.2635991533      -109.2755415242
n2h4                  0      0      2      -111.1862893426      -111.5613933497      -111.5701466067
n2o                   0      0      3      -183.6953963633      -184.2089310735      -184.2330969418
n2o4                  0      0      6      -408.0663143940      -409.1734076708      -409.2274931173
nccn                  0      0      4      -184.6027857389      -185.1641520835      -185.1911735163
nh2cl                 0      0      6      -515.0724426723      -515.4090583599      -515.4171071415
nh2f                  0      0      2      -154.9714242958      -155.3519116979      -155.3597836083
nh2oh                 0      0      2      -130.9967435083      -131.3828703322      -131.3915480963
nh3                   0      0      1       -56.1956639309       -56.3982877726       -56.4020937797
o3                    0      0      3      -224.2667370586      -224.8764851867      -224.9092863720
ocs                   0      0      7      -510.2906138039      -510.7317793573      -510.7518238139
oxadiazole            0      0      5      -260.5644335235      -261.3554977490      -261.3905153189
oxetane               0      0      4      -191.9214785116      -192.5643650482      -192.5831752863
oxirane               0      0      3      -152.8771066810      -153.3663746846      -153.3807719893
oxirene               0      0      3      -151.5936895581      -152.0568517485      -152.0745964365
p2                    0      0     10      -681.4653583271      -681.7102018015      -681.7244350648
p4                    0      0     20     -1362.9884655041     -1363.4706954977     -1363.4991078274
pf3                   0      0      8      -639.1379505003      -639.8178775432      -639.8304470026
pf5                   0      0     10      -838.0479315540      -839.1080438543      -839.1257251221
ph3                   0      0      5      -342.4704106228      -342.6338049082      -342.6374077878
propane               0      0      3      -118.2724427126      -118.7672263492      -118.7803618106
propene               0      0      3      -117.0821995551      -117.5419875632      -117.5566582908
propyne               0      0      3      -115.8740976881      -116.3000548108      -116.3159125602
pyrrole               0      0      5      -208.8284760944      -209.5546768472      -209.5839974550
s2o                   0      0     11      -869.8469018641      -870.3219996389      -870.3445684070
s3                    0      0     15     -1192.5393585519     -1192.9699665979     -1192.9932211300
s4-c2v                0      0     20     -1590.0407759389     -1590.6325716115     -1590.6708156582
sf6                   0      0     11      -994.0059786891      -995.2988719892      -995.3231836662
si2h6                 0      0     10      -581.3388731556      -581.6048585382      -581.6108333120
sif4                  0      0      9      -686.9340376999      -687.7727384493      -687.7852046594
sih3f                 0      0      6      -390.1612423792      -390.4788451958      -390.4836069090
sih4                  0      0      5      -291.2428242156      -291.3901658425      -291.3925974712
silole                0      0      9      -443.8654478643      -444.5361309912      -444.5634373239
sio                   0      0      6      -363.7897744129      -364.0690898297      -364.0808352778
so2                   0      0      7      -547.1790500700      -547.6947558315      -547.7151685947
so3                   0      0      8      -621.9922219365      -622.6849409866      -622.7099720792
t-butadiene           0      0      4      -154.9343598604      -155.5152288745      -155.5369822045
t-hcoh                0      0      2      -113.8000746664      -114.1264433960      -114.1354466341
t-hono                0      0      3      -204.6567758928      -205.2080966973      -205.2278463106
t-n2h2                0      0      2      -110.0064065752      -110.3553795319      -110.3671445662
tetrahedrane          0      0      4      -153.6113399376      -154.1681324369      -154.1898048836
thiophene             0      0      9      -551.3208011458      -552.0156897671      -552.0461132511
trans-c2f2cl2         0      0     14     -1193.5655948067     -1194.4943332393     -1194.5202501577
