Molecule         Charge     2S frozen           E_RHF (Eh)          E_CCSD (Eh)       E_CCSD(T) (Eh)
----------------------------------------------------------------------------------------------------
acetaldehyde          0      0      3      -152.9745063686      -153.5622367831      -153.5863072092
acetic                0      0      4      -227.9025809265      -228.7190013409      -228.7524896328
alcl                  0      0     10      -701.5106413432      -701.7774058719      -701.7882610465
alcl3                 0      0     20     -1620.7192366762     -1621.3899755278     -1621.4177501474
alf                   0      0      6      -341.4703491707      -341.7898108988      -341.7991471437
alf3                  0      0      8      -540.5936325788      -541.4205933783      -541.4435325507
alh                   0      0      5      -242.4618211947      -242.5442372678      -242.5456613381
alh3                  0      0      5      -243.6443035577      -243.7617680344      -243.7633351009
allene                0      0      3      -115.9052205416      -116.4093716168      -116.4335961840
b2h6                  0      0      2       -52.8349629346       -53.1339870740       -53.1432443359
benzene               0      0      6      -230.7792359022      -231.7538807081      -231.8058563942
beta-lactim           0      0      5      -245.8715124228      -246.8206655956      -246.8637076493
bf                    0      0      2      -124.1556936047      -124.4909038077      -124.5018942934
bf3                   0      0      4      -323.3259731851      -324.1665370877      -324.1909429526
bh                    0      0      1       -25.1299259364       -25.2285791249       -25.2306129833
bh3                   0      0      1       -26.4001477744       -26.5351957992       -26.5377219590
bhf2                  0      0      3      -224.3539488150      -224.9608400608      -224.9784337380
bn                    0      0      2       -78.9083988859       -79.2376286877       -79.2785139590
borole                0      0      5      -179.0667099547      -179.8211785065      -179.8594667759
c-hcoh                0      0      2      -113.8273462349      -114.2284103850      -114.2442012045
c-hono                0      0      3      -204.7224257840      -205.4012986445      -205.4337190330
c-n2h2                0      0      2      -110.0286614164      -110.4505004981      -110.4698139308
c2                    0      0      2       -75.4359034576       -75.6877903303       -75.7026669156
c2cl2                 0      0     12      -994.6971427491      -995.3977555915      -995.4340195232
c2cl4                 0      0     22     -1913.7801487089     -1914.9011220220     -1914.9573672990
c2cl6                 0      0     32     -2832.8084537183     -2834.3559050116     -2834.4322423537
c2clh                 0      0      7      -535.7740113222      -536.2854265052      -536.3117633154
c2clh3                0      0      7      -537.0009694205      -537.5490944449      -537.5738781398
c2clh5                0      0      7      -538.1990827175      -538.7860811806      -538.8088927879
c2f4                  0      0      6      -473.6030169741      -474.9026638975      -474.9483463027
c2f6                  0      0      8      -672.6445831543      -674.4464475754      -674.5049483346
c2h2                  0      0      2       -76.8489778023       -77.1711613418       -77.1876291010
c2h3f                 0      0      3      -176.9535176597      -177.5482053959      -177.5708468781
c2h4                  0      0      2       -78.0637260264       -78.4237903169       -78.4387918577
c2h5f                 0      0      3      -178.1495515670      -178.7831732689      -178.8038103313
c2h6                  0      0      2       -79.2598559560       -79.6609796910       -79.6744378910
ccl2                  0      0     11      -956.8064058970      -957.3582308421      -957.3867283760
