Molecule                    E_HF (Eh)          E_CCSD (Eh)    E_AFQMC (Eh) E_AFQMC ERR (Eh)
benzene               -230.7813447048      -231.7427623407      -231.79902         0.00033
beta-lactim           -245.8707547152      -246.8132139647      -246.85733         0.00034
bf                    -124.1556936047      -124.4909037853      -124.50222         0.00014
bf3                   -323.3259731851      -324.1665370756      -324.19162         0.00021
bh                     -25.1364096997       -25.2270665853       -25.22969         0.00005
bh3                    -26.4000011375       -26.5312812750       -26.53415         0.00003
bhf2                  -224.3537978030      -224.9593349608      -224.97748         0.00016
bn                     -78.9904348839       -79.2381316770       -79.26456         0.00037
borole                -179.0774232135      -179.8117033108      -179.85414         0.00024
c-hcoh                -113.8295822385      -114.2245479838      -114.24182         0.00023
c2cl6                -2832.8084537183     -2834.3559050504     -2834.43619         0.00044
c2clh                 -535.7738383036      -536.2841179564      -536.31123         0.00022
c2clh3                -537.0005979483      -537.5448675116      -537.57035         0.00020
c2clh5                -538.1985459360      -538.7791939692      -538.80323         0.00015
c2f4                  -473.6030169741      -474.9026639383      -474.94932         0.00047
c2f6                  -672.6445831543      -674.4464476023      -674.50732         0.00054
c2h2                   -76.8486753456       -77.1687011389       -77.18497         0.00029
c2h3f                 -176.9531417354      -177.5440132680      -177.56749         0.00024
c2h4                   -78.0632711930       -78.4183638526       -78.43394         0.00017
c2h5f                 -178.1489894707      -178.7762219854      -178.79743         0.00015
c2h6                   -79.2592626710       -79.6529299517       -79.66685         0.00011
ccl2                  -956.8135461150      -957.3570350155      -957.38865         0.00023
ccl2h2                -958.0773399287      -958.6659848128      -958.69255         0.00020
ccl2o                -1031.8001871076     -1032.5854840887     -1032.62502         0.00028
ccl3h                -1417.0002630813     -1417.7813964905     -1417.81904         0.00022
clf5                  -956.3983423478      -957.9445931577      -958.00875         0.00053
clno                  -588.7712339887      -589.4062281947      -589.44470         0.00044
cloocl               -1068.5654294488     -1069.4595927063     -1069.50447         0.00044
co                    -112.7799500288      -113.1385326760      -113.15584         0.00031
co2                   -187.7066645983      -188.2986241926      -188.32816         0.00047
cs                    -435.3523515072      -435.6713994949      -435.69156         0.00035
cs2                   -832.9665677295      -833.4727034577      -833.50931         0.00049
cyclobutadiene        -153.7222349312      -154.3457883124      -154.38640         0.00024
cyclobutane           -156.1491715790      -156.8724276390      -156.90337         0.00022
cyclobutene           -154.9522763119      -155.6373316081      -155.67008         0.00028
cyclopentadiene       -192.8599051228      -193.6840957703      -193.72887         0.00034
cyclopropane          -117.1003800170      -117.6397787365      -117.66239         0.00015
cyclopropene          -115.8644324513      -116.3683301571      -116.39304         0.00024
dioxetan2one          -301.5887892393      -302.5945201889      -302.64184         0.00050
dioxetane             -227.8173238056      -228.6295418991      -228.66296         0.00028
dioxirane             -188.6786912400      -189.3246038074      -189.35510         0.00039
dithiotane            -873.1546528748      -873.8754095856      -873.91286         0.00030
ethanol               -154.1418580133      -154.7642359253      -154.78737         0.00016
formic-anhydride      -301.5970621673      -302.5999008423      -302.64601         0.00064
glyoxal               -226.6757969475      -227.4488961825      -227.48549         0.00040
